EVENT DATE,PREVIOUS DATE,NEXT DATE,NEXT WEEK DATE,STOCK,EVENT,EVENT TYPE,PRE EVENT PRICE,POST EVENT PRICE,NEXT WEEK PRICE,NEXT DAY RETURN,PRE EVENT TO NEXT WEEK RETURN,POST EVENT TO NEXT WEEK RETURN,REVERSAL FROM PRE EVENT PRICE,REVERSAL FROM POST EVENT PRICE
12-07-2021,09-07-2021,13-07-2021,19-07-2021,INFY,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2021,09-07-2021,13-07-2021,19-07-2021,TCS,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2021,09-07-2021,13-07-2021,19-07-2021,LT,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2021,09-07-2021,13-07-2021,19-07-2021,ITC,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2021,09-07-2021,13-07-2021,19-07-2021,AXISBANK,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
14-07-2021,13-07-2021,15-07-2021,21-07-2021,INFY,Quarterly Results,Micro Economic,,,,,,,,
17-07-2021,16-07-2021,19-07-2021,23-07-2021,HDFCBANK,Quarterly Results,Micro Economic,,,,,,,,
23-07-2021,22-07-2021,26-07-2021,30-07-2021,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
24-07-2021,23-07-2021,26-07-2021,30-07-2021,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
24-07-2021,23-07-2021,26-07-2021,30-07-2021,ITC,Quarterly Results,Micro Economic,,,,,,,,
26-07-2021,23-07-2021,27-07-2021,02-08-2021,LT,Quarterly Results,Micro Economic,,,,,,,,
26-07-2021,23-07-2021,27-07-2021,02-08-2021,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
06-08-2021,05-08-2021,09-08-2021,13-08-2021,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-08-2021,05-08-2021,09-08-2021,13-08-2021,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-08-2021,05-08-2021,09-08-2021,13-08-2021,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-08-2021,05-08-2021,09-08-2021,13-08-2021,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-08-2021,05-08-2021,09-08-2021,13-08-2021,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-08-2021,05-08-2021,09-08-2021,13-08-2021,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-08-2021,05-08-2021,09-08-2021,13-08-2021,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-08-2021,05-08-2021,09-08-2021,13-08-2021,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
12-08-2021,11-08-2021,13-08-2021,19-08-2021,HDFCBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2021,11-08-2021,13-08-2021,19-08-2021,RELIANCE,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2021,11-08-2021,13-08-2021,19-08-2021,ICICIBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2021,11-08-2021,13-08-2021,19-08-2021,INFY,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2021,11-08-2021,13-08-2021,19-08-2021,TCS,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2021,11-08-2021,13-08-2021,19-08-2021,LT,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2021,11-08-2021,13-08-2021,19-08-2021,ITC,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2021,11-08-2021,13-08-2021,19-08-2021,AXISBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
31-08-2021,30-08-2021,01-09-2021,07-09-2021,HDFCBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2021,30-08-2021,01-09-2021,07-09-2021,RELIANCE,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2021,30-08-2021,01-09-2021,07-09-2021,ICICIBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2021,30-08-2021,01-09-2021,07-09-2021,INFY,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2021,30-08-2021,01-09-2021,07-09-2021,TCS,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2021,30-08-2021,01-09-2021,07-09-2021,LT,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2021,30-08-2021,01-09-2021,07-09-2021,ITC,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2021,30-08-2021,01-09-2021,07-09-2021,AXISBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
13-09-2021,10-09-2021,14-09-2021,20-09-2021,HDFCBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
13-09-2021,10-09-2021,14-09-2021,20-09-2021,RELIANCE,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
13-09-2021,10-09-2021,14-09-2021,20-09-2021,ICICIBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
13-09-2021,10-09-2021,14-09-2021,20-09-2021,INFY,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
13-09-2021,10-09-2021,14-09-2021,20-09-2021,TCS,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
13-09-2021,10-09-2021,14-09-2021,20-09-2021,LT,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
13-09-2021,10-09-2021,14-09-2021,20-09-2021,ITC,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
13-09-2021,10-09-2021,14-09-2021,20-09-2021,AXISBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
08-10-2021,07-10-2021,11-10-2021,15-10-2021,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-10-2021,07-10-2021,11-10-2021,15-10-2021,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-10-2021,07-10-2021,11-10-2021,15-10-2021,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-10-2021,07-10-2021,11-10-2021,15-10-2021,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-10-2021,07-10-2021,11-10-2021,15-10-2021,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-10-2021,07-10-2021,11-10-2021,15-10-2021,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-10-2021,07-10-2021,11-10-2021,15-10-2021,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-10-2021,07-10-2021,11-10-2021,15-10-2021,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-10-2021,07-10-2021,11-10-2021,15-10-2021,TCS,Quarterly Results & 2nd Interim Dividend,Micro Economic,,,,,,,,
12-10-2021,11-10-2021,13-10-2021,19-10-2021,HDFCBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2021,11-10-2021,13-10-2021,19-10-2021,RELIANCE,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2021,11-10-2021,13-10-2021,19-10-2021,ICICIBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2021,11-10-2021,13-10-2021,19-10-2021,INFY,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2021,11-10-2021,13-10-2021,19-10-2021,TCS,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2021,11-10-2021,13-10-2021,19-10-2021,LT,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2021,11-10-2021,13-10-2021,19-10-2021,ITC,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2021,11-10-2021,13-10-2021,19-10-2021,AXISBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
13-10-2021,12-10-2021,14-10-2021,20-10-2021,INFY,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
16-10-2021,15-10-2021,18-10-2021,22-10-2021,HDFCBANK,Audited Results,Micro Economic,,,,,,,,
22-10-2021,21-10-2021,25-10-2021,29-10-2021,HDFCBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
22-10-2021,21-10-2021,25-10-2021,29-10-2021,RELIANCE,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
22-10-2021,21-10-2021,25-10-2021,29-10-2021,ICICIBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
22-10-2021,21-10-2021,25-10-2021,29-10-2021,INFY,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
22-10-2021,21-10-2021,25-10-2021,29-10-2021,TCS,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
22-10-2021,21-10-2021,25-10-2021,29-10-2021,LT,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
22-10-2021,21-10-2021,25-10-2021,29-10-2021,ITC,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
22-10-2021,21-10-2021,25-10-2021,29-10-2021,AXISBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
22-10-2021,21-10-2021,25-10-2021,29-10-2021,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
23-10-2021,22-10-2021,25-10-2021,29-10-2021,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
26-10-2021,25-10-2021,27-10-2021,02-11-2021,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
27-10-2021,26-10-2021,28-10-2021,03-11-2021,LT,Quarterly Results,Micro Economic,,,,,,,,
27-10-2021,26-10-2021,28-10-2021,03-11-2021,ITC,Quarterly Results,Micro Economic,,,,,,,,
12-11-2021,11-11-2021,15-11-2021,19-11-2021,HDFCBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2021,11-11-2021,15-11-2021,19-11-2021,RELIANCE,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2021,11-11-2021,15-11-2021,19-11-2021,ICICIBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2021,11-11-2021,15-11-2021,19-11-2021,INFY,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2021,11-11-2021,15-11-2021,19-11-2021,TCS,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2021,11-11-2021,15-11-2021,19-11-2021,LT,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2021,11-11-2021,15-11-2021,19-11-2021,ITC,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2021,11-11-2021,15-11-2021,19-11-2021,AXISBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
30-11-2021,29-11-2021,01-12-2021,07-12-2021,HDFCBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2021,29-11-2021,01-12-2021,07-12-2021,RELIANCE,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2021,29-11-2021,01-12-2021,07-12-2021,ICICIBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2021,29-11-2021,01-12-2021,07-12-2021,INFY,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2021,29-11-2021,01-12-2021,07-12-2021,TCS,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2021,29-11-2021,01-12-2021,07-12-2021,LT,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2021,29-11-2021,01-12-2021,07-12-2021,ITC,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2021,29-11-2021,01-12-2021,07-12-2021,AXISBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
08-12-2021,07-12-2021,09-12-2021,15-12-2021,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-12-2021,07-12-2021,09-12-2021,15-12-2021,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-12-2021,07-12-2021,09-12-2021,15-12-2021,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-12-2021,07-12-2021,09-12-2021,15-12-2021,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-12-2021,07-12-2021,09-12-2021,15-12-2021,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-12-2021,07-12-2021,09-12-2021,15-12-2021,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-12-2021,07-12-2021,09-12-2021,15-12-2021,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-12-2021,07-12-2021,09-12-2021,15-12-2021,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
13-12-2021,10-12-2021,14-12-2021,20-12-2021,HDFCBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2021,10-12-2021,14-12-2021,20-12-2021,RELIANCE,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2021,10-12-2021,14-12-2021,20-12-2021,ICICIBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2021,10-12-2021,14-12-2021,20-12-2021,INFY,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2021,10-12-2021,14-12-2021,20-12-2021,TCS,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2021,10-12-2021,14-12-2021,20-12-2021,LT,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2021,10-12-2021,14-12-2021,20-12-2021,ITC,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2021,10-12-2021,14-12-2021,20-12-2021,AXISBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,HDFCBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,RELIANCE,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,ICICIBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,INFY,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,TCS,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,LT,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,ITC,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,AXISBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,INFY,Quarterly Results,Micro Economic,,,,,,,,
12-01-2022,11-01-2022,13-01-2022,19-01-2022,TCS,"Qtr Results, Interim Dividend & Buy Back",Micro Economic,,,,,,,,
15-01-2022,14-01-2022,17-01-2022,21-01-2022,HDFCBANK,Quarterly Results,Micro Economic,,,,,,,,
21-01-2022,20-01-2022,24-01-2022,28-01-2022,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
22-01-2022,21-01-2022,24-01-2022,28-01-2022,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
24-01-2022,21-01-2022,25-01-2022,31-01-2022,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
28-01-2022,27-01-2022,31-01-2022,04-02-2022,LT,Quarterly Results,Micro Economic,,,,,,,,
31-01-2022,28-01-2022,01-02-2022,07-02-2022,HDFCBANK,Fiscal Year GDP Growth Final 2020-21,Macro Economic,,,,,,,,
31-01-2022,28-01-2022,01-02-2022,07-02-2022,RELIANCE,Fiscal Year GDP Growth Final 2020-21,Macro Economic,,,,,,,,
31-01-2022,28-01-2022,01-02-2022,07-02-2022,ICICIBANK,Fiscal Year GDP Growth Final 2020-21,Macro Economic,,,,,,,,
31-01-2022,28-01-2022,01-02-2022,07-02-2022,INFY,Fiscal Year GDP Growth Final 2020-21,Macro Economic,,,,,,,,
31-01-2022,28-01-2022,01-02-2022,07-02-2022,TCS,Fiscal Year GDP Growth Final 2020-21,Macro Economic,,,,,,,,
31-01-2022,28-01-2022,01-02-2022,07-02-2022,LT,Fiscal Year GDP Growth Final 2020-21,Macro Economic,,,,,,,,
31-01-2022,28-01-2022,01-02-2022,07-02-2022,ITC,Fiscal Year GDP Growth Final 2020-21,Macro Economic,,,,,,,,
31-01-2022,28-01-2022,01-02-2022,07-02-2022,AXISBANK,Fiscal Year GDP Growth Final 2020-21,Macro Economic,,,,,,,,
01-02-2022,31-01-2022,02-02-2022,08-02-2022,HDFCBANK,Union Budget 2022-23,Macro Economic,,,,,,,,
01-02-2022,31-01-2022,02-02-2022,08-02-2022,RELIANCE,Union Budget 2022-23,Macro Economic,,,,,,,,
01-02-2022,31-01-2022,02-02-2022,08-02-2022,ICICIBANK,Union Budget 2022-23,Macro Economic,,,,,,,,
01-02-2022,31-01-2022,02-02-2022,08-02-2022,INFY,Union Budget 2022-23,Macro Economic,,,,,,,,
01-02-2022,31-01-2022,02-02-2022,08-02-2022,TCS,Union Budget 2022-23,Macro Economic,,,,,,,,
01-02-2022,31-01-2022,02-02-2022,08-02-2022,LT,Union Budget 2022-23,Macro Economic,,,,,,,,
01-02-2022,31-01-2022,02-02-2022,08-02-2022,ITC,Union Budget 2022-23,Macro Economic,,,,,,,,
01-02-2022,31-01-2022,02-02-2022,08-02-2022,AXISBANK,Union Budget 2022-23,Macro Economic,,,,,,,,
03-02-2022,02-02-2022,04-02-2022,10-02-2022,ITC,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
10-02-2022,09-02-2022,11-02-2022,17-02-2022,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
10-02-2022,09-02-2022,11-02-2022,17-02-2022,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
10-02-2022,09-02-2022,11-02-2022,17-02-2022,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
10-02-2022,09-02-2022,11-02-2022,17-02-2022,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
10-02-2022,09-02-2022,11-02-2022,17-02-2022,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
10-02-2022,09-02-2022,11-02-2022,17-02-2022,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
10-02-2022,09-02-2022,11-02-2022,17-02-2022,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
10-02-2022,09-02-2022,11-02-2022,17-02-2022,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
14-02-2022,11-02-2022,15-02-2022,21-02-2022,HDFCBANK,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
14-02-2022,11-02-2022,15-02-2022,21-02-2022,RELIANCE,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
14-02-2022,11-02-2022,15-02-2022,21-02-2022,ICICIBANK,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
14-02-2022,11-02-2022,15-02-2022,21-02-2022,INFY,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
14-02-2022,11-02-2022,15-02-2022,21-02-2022,TCS,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
14-02-2022,11-02-2022,15-02-2022,21-02-2022,LT,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
14-02-2022,11-02-2022,15-02-2022,21-02-2022,ITC,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
14-02-2022,11-02-2022,15-02-2022,21-02-2022,AXISBANK,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,HDFCBANK,Fiscal Year GDP Growth 2nd Est 2021-22,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,HDFCBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,RELIANCE,Fiscal Year GDP Growth 2nd Est 2021-22,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,RELIANCE,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,ICICIBANK,Fiscal Year GDP Growth 2nd Est 2021-22,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,ICICIBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,INFY,Fiscal Year GDP Growth 2nd Est 2021-22,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,INFY,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,TCS,Fiscal Year GDP Growth 2nd Est 2021-22,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,TCS,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,LT,Fiscal Year GDP Growth 2nd Est 2021-22,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,LT,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,ITC,Fiscal Year GDP Growth 2nd Est 2021-22,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,ITC,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,AXISBANK,Fiscal Year GDP Growth 2nd Est 2021-22,Macro Economic,,,,,,,,
28-02-2022,25-02-2022,01-03-2022,07-03-2022,AXISBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
14-03-2022,11-03-2022,15-03-2022,21-03-2022,HDFCBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2022,11-03-2022,15-03-2022,21-03-2022,RELIANCE,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2022,11-03-2022,15-03-2022,21-03-2022,ICICIBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2022,11-03-2022,15-03-2022,21-03-2022,INFY,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2022,11-03-2022,15-03-2022,21-03-2022,TCS,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2022,11-03-2022,15-03-2022,21-03-2022,LT,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2022,11-03-2022,15-03-2022,21-03-2022,ITC,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2022,11-03-2022,15-03-2022,21-03-2022,AXISBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
24-03-2022,23-03-2022,25-03-2022,31-03-2022,LT, To seek approval for raising funds including through issue of debt securities,Micro Economic,,,,,,,,
08-04-2022,07-04-2022,11-04-2022,15-04-2022,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-04-2022,07-04-2022,11-04-2022,15-04-2022,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-04-2022,07-04-2022,11-04-2022,15-04-2022,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-04-2022,07-04-2022,11-04-2022,15-04-2022,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-04-2022,07-04-2022,11-04-2022,15-04-2022,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-04-2022,07-04-2022,11-04-2022,15-04-2022,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-04-2022,07-04-2022,11-04-2022,15-04-2022,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-04-2022,07-04-2022,11-04-2022,15-04-2022,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
11-04-2022,08-04-2022,12-04-2022,18-04-2022,TCS,Audited Results & Final Dividend,Micro Economic,,,,,,,,
12-04-2022,11-04-2022,13-04-2022,19-04-2022,HDFCBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2022,11-04-2022,13-04-2022,19-04-2022,RELIANCE,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2022,11-04-2022,13-04-2022,19-04-2022,ICICIBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2022,11-04-2022,13-04-2022,19-04-2022,INFY,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2022,11-04-2022,13-04-2022,19-04-2022,TCS,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2022,11-04-2022,13-04-2022,19-04-2022,LT,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2022,11-04-2022,13-04-2022,19-04-2022,ITC,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2022,11-04-2022,13-04-2022,19-04-2022,AXISBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2022,12-04-2022,14-04-2022,20-04-2022,INFY,Audited Results & Final Dividend,Micro Economic,,,,,,,,
16-04-2022,15-04-2022,18-04-2022,22-04-2022,HDFCBANK,Audited Results & Raising Funds through Perpetual Debt Instruments,Micro Economic,,,,,,,,
23-04-2022,22-04-2022,25-04-2022,29-04-2022,ICICIBANK,Audited Results & Final Dividend,Micro Economic,,,,,,,,
28-04-2022,27-04-2022,29-04-2022,05-05-2022,AXISBANK,Audited Results & Final Dividend,Micro Economic,,,,,,,,
04-05-2022,03-05-2022,05-05-2022,11-05-2022,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-05-2022,03-05-2022,05-05-2022,11-05-2022,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-05-2022,03-05-2022,05-05-2022,11-05-2022,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-05-2022,03-05-2022,05-05-2022,11-05-2022,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-05-2022,03-05-2022,05-05-2022,11-05-2022,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-05-2022,03-05-2022,05-05-2022,11-05-2022,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-05-2022,03-05-2022,05-05-2022,11-05-2022,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-05-2022,03-05-2022,05-05-2022,11-05-2022,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-05-2022,05-05-2022,09-05-2022,13-05-2022,RELIANCE,Audited Results & Final Dividend,Micro Economic,,,,,,,,
12-05-2022,11-05-2022,13-05-2022,19-05-2022,HDFCBANK,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2022,11-05-2022,13-05-2022,19-05-2022,RELIANCE,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2022,11-05-2022,13-05-2022,19-05-2022,ICICIBANK,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2022,11-05-2022,13-05-2022,19-05-2022,INFY,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2022,11-05-2022,13-05-2022,19-05-2022,TCS,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2022,11-05-2022,13-05-2022,19-05-2022,LT,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2022,11-05-2022,13-05-2022,19-05-2022,ITC,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2022,11-05-2022,13-05-2022,19-05-2022,AXISBANK,Inflation Rate YoY APR,Macro Economic,,,,,,,,
