EVENT DATE,PREVIOUS DATE,NEXT DATE,NEXT WEEK DATE,STOCK,EVENT,EVENT TYPE,PRE EVENT PRICE,POST EVENT PRICE,NEXT WEEK PRICE,NEXT DAY RETURN,PRE EVENT TO NEXT WEEK RETURN,POST EVENT TO NEXT WEEK RETURN,REVERSAL FROM PRE EVENT PRICE,REVERSAL FROM POST EVENT PRICE
04-10-2016,03-10-2016,05-10-2016,11-10-2016,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2016,03-10-2016,05-10-2016,11-10-2016,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2016,03-10-2016,05-10-2016,11-10-2016,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2016,03-10-2016,05-10-2016,11-10-2016,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2016,03-10-2016,05-10-2016,11-10-2016,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2016,03-10-2016,05-10-2016,11-10-2016,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
13-10-2016,12-10-2016,14-10-2016,20-10-2016,HDFCBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
13-10-2016,12-10-2016,14-10-2016,20-10-2016,RELIANCE,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
13-10-2016,12-10-2016,14-10-2016,20-10-2016,ICICIBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
13-10-2016,12-10-2016,14-10-2016,20-10-2016,INFY,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
13-10-2016,12-10-2016,14-10-2016,20-10-2016,TCS,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
13-10-2016,12-10-2016,14-10-2016,20-10-2016,LT,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
13-10-2016,12-10-2016,14-10-2016,20-10-2016,ITC,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
13-10-2016,12-10-2016,14-10-2016,20-10-2016,AXISBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
13-10-2016,12-10-2016,14-10-2016,20-10-2016,TCS,Quarterly Results & 2nd Interim Dividend,Micro Economic,,,,,,,,
14-10-2016,13-10-2016,17-10-2016,21-10-2016,ICICIBANK,"Appointment of Mr. Anup Bagchi, presently Managing Director & CEO, ICICI Securities Limited, as Executive Director.",Micro Economic,,,,,,,,
14-10-2016,13-10-2016,17-10-2016,21-10-2016,INFY,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
20-10-2016,19-10-2016,21-10-2016,27-10-2016,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
24-10-2016,21-10-2016,25-10-2016,31-10-2016,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
25-10-2016,24-10-2016,26-10-2016,01-11-2016,HDFCBANK,Quarterly Results,Micro Economic,,,,,,,,
25-10-2016,24-10-2016,26-10-2016,01-11-2016,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
26-10-2016,25-10-2016,27-10-2016,02-11-2016,ITC,Quarterly Results,Micro Economic,,,,,,,,
07-11-2016,04-11-2016,08-11-2016,14-11-2016,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
15-11-2016,14-11-2016,16-11-2016,22-11-2016,HDFCBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
15-11-2016,14-11-2016,16-11-2016,22-11-2016,RELIANCE,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
15-11-2016,14-11-2016,16-11-2016,22-11-2016,ICICIBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
15-11-2016,14-11-2016,16-11-2016,22-11-2016,INFY,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
15-11-2016,14-11-2016,16-11-2016,22-11-2016,TCS,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
15-11-2016,14-11-2016,16-11-2016,22-11-2016,LT,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
15-11-2016,14-11-2016,16-11-2016,22-11-2016,ITC,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
15-11-2016,14-11-2016,16-11-2016,22-11-2016,AXISBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
22-11-2016,21-11-2016,23-11-2016,29-11-2016,LT,Quarterly Results,Micro Economic,,,,,,,,
30-11-2016,29-11-2016,01-12-2016,07-12-2016,HDFCBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2016,29-11-2016,01-12-2016,07-12-2016,RELIANCE,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2016,29-11-2016,01-12-2016,07-12-2016,ICICIBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2016,29-11-2016,01-12-2016,07-12-2016,INFY,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2016,29-11-2016,01-12-2016,07-12-2016,TCS,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2016,29-11-2016,01-12-2016,07-12-2016,LT,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2016,29-11-2016,01-12-2016,07-12-2016,ITC,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2016,29-11-2016,01-12-2016,07-12-2016,AXISBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
07-12-2016,06-12-2016,08-12-2016,14-12-2016,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-12-2016,06-12-2016,08-12-2016,14-12-2016,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-12-2016,06-12-2016,08-12-2016,14-12-2016,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-12-2016,06-12-2016,08-12-2016,14-12-2016,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-12-2016,06-12-2016,08-12-2016,14-12-2016,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-12-2016,06-12-2016,08-12-2016,14-12-2016,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-12-2016,06-12-2016,08-12-2016,14-12-2016,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-12-2016,06-12-2016,08-12-2016,14-12-2016,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
13-12-2016,12-12-2016,14-12-2016,20-12-2016,HDFCBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2016,12-12-2016,14-12-2016,20-12-2016,RELIANCE,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2016,12-12-2016,14-12-2016,20-12-2016,ICICIBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2016,12-12-2016,14-12-2016,20-12-2016,INFY,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2016,12-12-2016,14-12-2016,20-12-2016,TCS,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2016,12-12-2016,14-12-2016,20-12-2016,LT,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2016,12-12-2016,14-12-2016,20-12-2016,ITC,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
13-12-2016,12-12-2016,14-12-2016,20-12-2016,AXISBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-01-2017,11-01-2017,13-01-2017,19-01-2017,HDFCBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2017,11-01-2017,13-01-2017,19-01-2017,RELIANCE,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2017,11-01-2017,13-01-2017,19-01-2017,ICICIBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2017,11-01-2017,13-01-2017,19-01-2017,INFY,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2017,11-01-2017,13-01-2017,19-01-2017,TCS,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2017,11-01-2017,13-01-2017,19-01-2017,LT,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2017,11-01-2017,13-01-2017,19-01-2017,ITC,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2017,11-01-2017,13-01-2017,19-01-2017,AXISBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2017,11-01-2017,13-01-2017,19-01-2017,TCS,Quarterly Results & 3rd Interim Dividend,Micro Economic,,,,,,,,
13-01-2017,12-01-2017,16-01-2017,20-01-2017,INFY,Quarterly Results,Micro Economic,,,,,,,,
16-01-2017,13-01-2017,17-01-2017,23-01-2017,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
19-01-2017,18-01-2017,20-01-2017,26-01-2017,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
24-01-2017,23-01-2017,25-01-2017,31-01-2017,HDFCBANK,Quarterly Results,Micro Economic,,,,,,,,
27-01-2017,26-01-2017,30-01-2017,03-02-2017,ITC,Quarterly Results,Micro Economic,,,,,,,,
28-01-2017,27-01-2017,30-01-2017,03-02-2017,LT,Quarterly Results,Micro Economic,,,,,,,,
31-01-2017,30-01-2017,01-02-2017,07-02-2017,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
08-02-2017,07-02-2017,09-02-2017,15-02-2017,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-02-2017,07-02-2017,09-02-2017,15-02-2017,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-02-2017,07-02-2017,09-02-2017,15-02-2017,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-02-2017,07-02-2017,09-02-2017,15-02-2017,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-02-2017,07-02-2017,09-02-2017,15-02-2017,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-02-2017,07-02-2017,09-02-2017,15-02-2017,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-02-2017,07-02-2017,09-02-2017,15-02-2017,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-02-2017,07-02-2017,09-02-2017,15-02-2017,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
13-02-2017,10-02-2017,14-02-2017,20-02-2017,HDFCBANK,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
13-02-2017,10-02-2017,14-02-2017,20-02-2017,RELIANCE,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
13-02-2017,10-02-2017,14-02-2017,20-02-2017,ICICIBANK,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
13-02-2017,10-02-2017,14-02-2017,20-02-2017,INFY,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
13-02-2017,10-02-2017,14-02-2017,20-02-2017,TCS,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
13-02-2017,10-02-2017,14-02-2017,20-02-2017,LT,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
13-02-2017,10-02-2017,14-02-2017,20-02-2017,ITC,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
13-02-2017,10-02-2017,14-02-2017,20-02-2017,AXISBANK,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
23-02-2017,22-02-2017,24-02-2017,02-03-2017,INFY,"Noted that the Board had appointed D N Prahlad as an additional director in their meeting of October 14, 2016, with effect from the same date & Recommended the adoption of new AOA of the Company",Micro Economic,,,,,,,,
28-02-2017,27-02-2017,01-03-2017,07-03-2017,HDFCBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2017,27-02-2017,01-03-2017,07-03-2017,RELIANCE,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2017,27-02-2017,01-03-2017,07-03-2017,ICICIBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2017,27-02-2017,01-03-2017,07-03-2017,INFY,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2017,27-02-2017,01-03-2017,07-03-2017,TCS,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2017,27-02-2017,01-03-2017,07-03-2017,LT,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2017,27-02-2017,01-03-2017,07-03-2017,ITC,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2017,27-02-2017,01-03-2017,07-03-2017,AXISBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
14-03-2017,13-03-2017,15-03-2017,21-03-2017,HDFCBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2017,13-03-2017,15-03-2017,21-03-2017,RELIANCE,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2017,13-03-2017,15-03-2017,21-03-2017,ICICIBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2017,13-03-2017,15-03-2017,21-03-2017,INFY,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2017,13-03-2017,15-03-2017,21-03-2017,TCS,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2017,13-03-2017,15-03-2017,21-03-2017,LT,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2017,13-03-2017,15-03-2017,21-03-2017,ITC,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
14-03-2017,13-03-2017,15-03-2017,21-03-2017,AXISBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
06-04-2017,05-04-2017,07-04-2017,13-04-2017,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-04-2017,05-04-2017,07-04-2017,13-04-2017,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-04-2017,05-04-2017,07-04-2017,13-04-2017,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-04-2017,05-04-2017,07-04-2017,13-04-2017,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-04-2017,05-04-2017,07-04-2017,13-04-2017,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-04-2017,05-04-2017,07-04-2017,13-04-2017,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-04-2017,05-04-2017,07-04-2017,13-04-2017,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-04-2017,05-04-2017,07-04-2017,13-04-2017,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-04-2017,06-04-2017,10-04-2017,14-04-2017,LT, Appointment of Mr. A. M. Naik as the Non-Executive Chairman of the Company for a period of three years & Appointment of Mr. S. N. Subrahmanyan as the Chief Executive Officer & Managing Director.,Micro Economic,,,,,,,,
12-04-2017,11-04-2017,13-04-2017,19-04-2017,HDFCBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2017,11-04-2017,13-04-2017,19-04-2017,RELIANCE,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2017,11-04-2017,13-04-2017,19-04-2017,ICICIBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2017,11-04-2017,13-04-2017,19-04-2017,INFY,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2017,11-04-2017,13-04-2017,19-04-2017,TCS,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2017,11-04-2017,13-04-2017,19-04-2017,LT,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2017,11-04-2017,13-04-2017,19-04-2017,ITC,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
12-04-2017,11-04-2017,13-04-2017,19-04-2017,AXISBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2017,12-04-2017,14-04-2017,20-04-2017,INFY,Audited Results & Final Dividend,Micro Economic,,,,,,,,
18-04-2017,17-04-2017,19-04-2017,25-04-2017,TCS,Audited Results & Final Dividend,Micro Economic,,,,,,,,
21-04-2017,20-04-2017,24-04-2017,28-04-2017,HDFCBANK,Audited Results & Dividend,Micro Economic,,,,,,,,
24-04-2017,21-04-2017,25-04-2017,01-05-2017,RELIANCE,Audited Results & Dividend,Micro Economic,,,,,,,,
26-04-2017,25-04-2017,27-04-2017,03-05-2017,AXISBANK,Audited Results & Final Dividend,Micro Economic,,,,,,,,
03-05-2017,02-05-2017,04-05-2017,10-05-2017,ICICIBANK,"Audited Results, Dividend & Bonus issue",Micro Economic,,,,,,,,
12-05-2017,11-05-2017,15-05-2017,19-05-2017,HDFCBANK,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2017,11-05-2017,15-05-2017,19-05-2017,RELIANCE,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2017,11-05-2017,15-05-2017,19-05-2017,ICICIBANK,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2017,11-05-2017,15-05-2017,19-05-2017,INFY,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2017,11-05-2017,15-05-2017,19-05-2017,TCS,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2017,11-05-2017,15-05-2017,19-05-2017,LT,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2017,11-05-2017,15-05-2017,19-05-2017,ITC,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2017,11-05-2017,15-05-2017,19-05-2017,AXISBANK,Inflation Rate YoY APR,Macro Economic,,,,,,,,
26-05-2017,25-05-2017,29-05-2017,02-06-2017,ITC,Audited Results & Dividend,Micro Economic,,,,,,,,
29-05-2017,26-05-2017,30-05-2017,05-06-2017,LT,Audited Results & Dividend,Micro Economic,,,,,,,,
31-05-2017,30-05-2017,01-06-2017,07-06-2017,HDFCBANK,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
31-05-2017,30-05-2017,01-06-2017,07-06-2017,RELIANCE,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
31-05-2017,30-05-2017,01-06-2017,07-06-2017,ICICIBANK,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
31-05-2017,30-05-2017,01-06-2017,07-06-2017,INFY,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
31-05-2017,30-05-2017,01-06-2017,07-06-2017,TCS,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
31-05-2017,30-05-2017,01-06-2017,07-06-2017,LT,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
31-05-2017,30-05-2017,01-06-2017,07-06-2017,ITC,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
31-05-2017,30-05-2017,01-06-2017,07-06-2017,AXISBANK,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
07-06-2017,06-06-2017,08-06-2017,14-06-2017,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-06-2017,06-06-2017,08-06-2017,14-06-2017,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-06-2017,06-06-2017,08-06-2017,14-06-2017,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-06-2017,06-06-2017,08-06-2017,14-06-2017,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-06-2017,06-06-2017,08-06-2017,14-06-2017,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-06-2017,06-06-2017,08-06-2017,14-06-2017,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-06-2017,06-06-2017,08-06-2017,14-06-2017,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-06-2017,06-06-2017,08-06-2017,14-06-2017,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
12-06-2017,09-06-2017,13-06-2017,19-06-2017,HDFCBANK,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2017,09-06-2017,13-06-2017,19-06-2017,RELIANCE,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2017,09-06-2017,13-06-2017,19-06-2017,ICICIBANK,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2017,09-06-2017,13-06-2017,19-06-2017,INFY,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2017,09-06-2017,13-06-2017,19-06-2017,TCS,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2017,09-06-2017,13-06-2017,19-06-2017,LT,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2017,09-06-2017,13-06-2017,19-06-2017,ITC,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2017,09-06-2017,13-06-2017,19-06-2017,AXISBANK,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-07-2017,11-07-2017,13-07-2017,19-07-2017,HDFCBANK,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2017,11-07-2017,13-07-2017,19-07-2017,RELIANCE,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2017,11-07-2017,13-07-2017,19-07-2017,ICICIBANK,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2017,11-07-2017,13-07-2017,19-07-2017,INFY,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2017,11-07-2017,13-07-2017,19-07-2017,TCS,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2017,11-07-2017,13-07-2017,19-07-2017,LT,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2017,11-07-2017,13-07-2017,19-07-2017,ITC,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
12-07-2017,11-07-2017,13-07-2017,19-07-2017,AXISBANK,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
13-07-2017,12-07-2017,14-07-2017,20-07-2017,TCS,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
14-07-2017,13-07-2017,17-07-2017,21-07-2017,INFY,Quarterly Results,Micro Economic,,,,,,,,
20-07-2017,19-07-2017,21-07-2017,27-07-2017,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
25-07-2017,24-07-2017,26-07-2017,01-08-2017,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
27-07-2017,26-07-2017,28-07-2017,03-08-2017,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
27-07-2017,26-07-2017,28-07-2017,03-08-2017,ITC,Quarterly Results,Micro Economic,,,,,,,,
28-07-2017,27-07-2017,31-07-2017,04-08-2017,LT,Quarterly Results,Micro Economic,,,,,,,,
02-08-2017,01-08-2017,03-08-2017,09-08-2017,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-08-2017,01-08-2017,03-08-2017,09-08-2017,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-08-2017,01-08-2017,03-08-2017,09-08-2017,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-08-2017,01-08-2017,03-08-2017,09-08-2017,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-08-2017,01-08-2017,03-08-2017,09-08-2017,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-08-2017,01-08-2017,03-08-2017,09-08-2017,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-08-2017,01-08-2017,03-08-2017,09-08-2017,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-08-2017,01-08-2017,03-08-2017,09-08-2017,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
14-08-2017,11-08-2017,15-08-2017,21-08-2017,HDFCBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
14-08-2017,11-08-2017,15-08-2017,21-08-2017,RELIANCE,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
14-08-2017,11-08-2017,15-08-2017,21-08-2017,ICICIBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
14-08-2017,11-08-2017,15-08-2017,21-08-2017,INFY,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
14-08-2017,11-08-2017,15-08-2017,21-08-2017,TCS,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
14-08-2017,11-08-2017,15-08-2017,21-08-2017,LT,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
14-08-2017,11-08-2017,15-08-2017,21-08-2017,ITC,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
14-08-2017,11-08-2017,15-08-2017,21-08-2017,AXISBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
19-08-2017,18-08-2017,21-08-2017,25-08-2017,INFY,"To consider a proposal for buyback of equity shares of the Company at its meeting to be held on August 19, 2017.",Micro Economic,,,,,,,,
31-08-2017,30-08-2017,01-09-2017,07-09-2017,HDFCBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2017,30-08-2017,01-09-2017,07-09-2017,RELIANCE,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2017,30-08-2017,01-09-2017,07-09-2017,ICICIBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2017,30-08-2017,01-09-2017,07-09-2017,INFY,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2017,30-08-2017,01-09-2017,07-09-2017,TCS,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2017,30-08-2017,01-09-2017,07-09-2017,LT,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2017,30-08-2017,01-09-2017,07-09-2017,ITC,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2017,30-08-2017,01-09-2017,07-09-2017,AXISBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
12-09-2017,11-09-2017,13-09-2017,19-09-2017,HDFCBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2017,11-09-2017,13-09-2017,19-09-2017,RELIANCE,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2017,11-09-2017,13-09-2017,19-09-2017,ICICIBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2017,11-09-2017,13-09-2017,19-09-2017,INFY,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2017,11-09-2017,13-09-2017,19-09-2017,TCS,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2017,11-09-2017,13-09-2017,19-09-2017,LT,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2017,11-09-2017,13-09-2017,19-09-2017,ITC,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2017,11-09-2017,13-09-2017,19-09-2017,AXISBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
04-10-2017,03-10-2017,05-10-2017,11-10-2017,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2017,03-10-2017,05-10-2017,11-10-2017,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2017,03-10-2017,05-10-2017,11-10-2017,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2017,03-10-2017,05-10-2017,11-10-2017,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2017,03-10-2017,05-10-2017,11-10-2017,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2017,03-10-2017,05-10-2017,11-10-2017,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2017,03-10-2017,05-10-2017,11-10-2017,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2017,03-10-2017,05-10-2017,11-10-2017,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-10-2017,05-10-2017,09-10-2017,13-10-2017,HDFCBANK,EU-India Summit,Macro Economic,,,,,,,,
